! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 13.10.2023 11:22:18
! Stimulus(Гц),    S21(с)
5.52295047524E+09,+2.92477077381E-09
5.52480040020E+09,+2.91968741857E-09
5.52665032516E+09,+2.90006898560E-09
5.52850025013E+09,+2.90087435961E-09
5.53035017509E+09,+2.89444522105E-09
5.53220010005E+09,+2.84085494576E-09
5.53405002501E+09,+2.84195692366E-09
5.53589994997E+09,+2.85133264592E-09
5.53774987494E+09,+2.84781062290E-09
5.53959979990E+09,+2.85966831661E-09
5.54144972486E+09,+2.83224467324E-09
5.54329964982E+09,+2.85643437865E-09
5.54514957479E+09,+2.84728125946E-09
5.54699949975E+09,+2.90063884644E-09
5.54884942471E+09,+2.90643963713E-09
5.55069934967E+09,+2.91139315815E-09
5.55254927464E+09,+2.91617929918E-09
5.55439919960E+09,+2.93859279591E-09
5.55624912456E+09,+2.94285214616E-09
5.55809904952E+09,+3.00462456512E-09
5.55994897449E+09,+2.98435716529E-09
5.56179889945E+09,+3.08325142152E-09
5.56364882441E+09,+3.06595302441E-09
5.56549874937E+09,+3.08819017589E-09
5.56734867434E+09,+3.08021675818E-09
5.56919859930E+09,+3.06860451029E-09
5.57104852426E+09,+3.01527531569E-09
5.57289844922E+09,+2.98329618880E-09
5.57474837419E+09,+2.95127590502E-09
5.57659829915E+09,+2.94184086254E-09
5.57844822411E+09,+2.93464665661E-09
5.58029814907E+09,+2.87935158708E-09
5.58214807404E+09,+2.85576124441E-09
5.58399799900E+09,+2.83072378897E-09
5.58584792396E+09,+2.84001297799E-09
5.58769784892E+09,+2.83643957880E-09
5.58954777389E+09,+2.83677137030E-09
5.59139769885E+09,+2.85375412065E-09
5.59324762381E+09,+2.84531451368E-09
5.59509754877E+09,+2.89531083345E-09
5.59694747374E+09,+2.91173711219E-09
5.59879739870E+09,+2.96264928424E-09
5.60064732366E+09,+2.86767384686E-09
5.60249724862E+09,+2.66804673583E-09
5.60434717359E+09,+2.69007745037E-09
5.60619709855E+09,+2.69837863585E-09
5.60804702351E+09,+2.75320132323E-09
5.60989694847E+09,+2.77062364551E-09
5.61174687344E+09,+2.78460026950E-09
5.61359679840E+09,+2.77128661963E-09
5.61544672336E+09,+2.78380456372E-09
5.61729664832E+09,+2.76458456900E-09
5.61914657329E+09,+2.76373236286E-09
5.62099649825E+09,+2.74070528409E-09
5.62284642321E+09,+2.72319199607E-09
5.62469634817E+09,+2.70750719134E-09
5.62654627314E+09,+2.68010241999E-09
5.62839619810E+09,+2.65086142806E-09
5.63024612306E+09,+2.63048831080E-09
5.63209604802E+09,+2.63919255395E-09
5.63394597299E+09,+2.60871695208E-09
5.63579589795E+09,+2.64107247590E-09
5.63764582291E+09,+2.58733908584E-09
5.63949574787E+09,+2.59547385976E-09
5.64134567284E+09,+2.78843402119E-09
5.64319559780E+09,+2.87557653935E-09
5.64504552276E+09,+2.86833498634E-09
5.64689544772E+09,+2.89087438552E-09
5.64874537269E+09,+2.86244282493E-09
5.65059529765E+09,+2.88910112976E-09
5.65244522261E+09,+2.91155738501E-09
5.65429514757E+09,+2.90022411054E-09
5.65614507254E+09,+2.88976928419E-09
5.65799499750E+09,+2.89180081473E-09
5.65984492246E+09,+2.87585233346E-09
5.66169484742E+09,+2.90293900728E-09
5.66354477239E+09,+2.89296899575E-09
5.66539469735E+09,+2.86652876369E-09
5.66724462231E+09,+2.86657469857E-09
5.66909454727E+09,+2.86576084178E-09
5.67094447224E+09,+2.86483799705E-09
5.67279439720E+09,+2.88533174447E-09
5.67464432216E+09,+2.85994306496E-09
5.67649424712E+09,+2.87901844007E-09
5.67834417209E+09,+2.87309760111E-09
5.68019409705E+09,+2.86854302661E-09
5.68204402201E+09,+2.95207184303E-09
5.68389394697E+09,+2.95764392167E-09
5.68574387194E+09,+2.88686964701E-09
5.68759379690E+09,+2.95017572680E-09
5.68944372186E+09,+2.93583900967E-09
5.69129364682E+09,+2.95531419624E-09
5.69314357179E+09,+2.94863801856E-09
5.69499349675E+09,+2.93485078866E-09
5.69684342171E+09,+2.91966272556E-09
5.69869334667E+09,+2.89808491128E-09
5.70054327164E+09,+2.88458891730E-09
5.70239319660E+09,+2.87778443477E-09
5.70424312156E+09,+2.85832932453E-09
5.70609304652E+09,+2.82369561528E-09
5.70794297149E+09,+2.79379446234E-09
5.70979289645E+09,+2.78281782881E-09
5.71164282141E+09,+2.78193449268E-09
5.71349274637E+09,+2.75041953280E-09
5.71534267134E+09,+2.77208444659E-09
5.71719259630E+09,+2.73990186258E-09
5.71904252126E+09,+2.74821242737E-09
5.72089244622E+09,+2.65361132800E-09
5.72274237119E+09,+2.61263050200E-09
5.72459229615E+09,+2.62226007044E-09
5.72644222111E+09,+2.63697924778E-09
5.72829214607E+09,+2.59108980208E-09
5.73014207104E+09,+2.66623346573E-09
5.73199199600E+09,+2.66631099151E-09
5.73384192096E+09,+2.67130628920E-09
5.73569184592E+09,+2.69325630437E-09
5.73754177089E+09,+2.68822334199E-09
5.73939169585E+09,+2.70293390991E-09
5.74124162081E+09,+2.71950484771E-09
5.74309154577E+09,+2.71521249020E-09
5.74494147074E+09,+2.72673878925E-09
5.74679139570E+09,+2.72734122640E-09
5.74864132066E+09,+2.71116420332E-09
5.75049124562E+09,+2.73074873674E-09
5.75234117059E+09,+2.71676021445E-09
5.75419109555E+09,+2.70551618882E-09
5.75604102051E+09,+2.73299438339E-09
5.75789094547E+09,+2.70483421426E-09
5.75974087044E+09,+2.70200053647E-09
5.76159079540E+09,+2.81916222238E-09
5.76344072036E+09,+2.81977023901E-09
5.76529064532E+09,+2.83481288122E-09
5.76714057029E+09,+2.82647171447E-09
5.76899049525E+09,+2.83365879831E-09
5.77084042021E+09,+2.82703212785E-09
5.77269034517E+09,+2.81338022695E-09
5.77454027014E+09,+2.79987612227E-09
5.77639019510E+09,+2.81338429125E-09
5.77824012006E+09,+2.81001810459E-09
5.78009004502E+09,+2.79750574569E-09
5.78193996998E+09,+2.78619702294E-09
5.78378989495E+09,+2.77876611048E-09
5.78563981991E+09,+2.78663826200E-09
5.78748974487E+09,+2.79675444613E-09
5.78933966983E+09,+2.78627432116E-09
5.79118959480E+09,+2.77951954381E-09
5.79303951976E+09,+2.75054470216E-09
5.79488944472E+09,+2.78021519865E-09
5.79673936968E+09,+2.78448950953E-09
5.79858929465E+09,+2.79537803320E-09
5.80043921961E+09,+2.79599008440E-09
5.80228914457E+09,+2.72088226813E-09
5.80413906953E+09,+2.74270652417E-09
5.80598899450E+09,+2.76552075491E-09
5.80783891946E+09,+2.77407055158E-09
5.80968884442E+09,+2.78831069340E-09
5.81153876938E+09,+2.73488822906E-09
5.81338869435E+09,+2.75692089618E-09
5.81523861931E+09,+2.76736521081E-09
5.81708854427E+09,+2.77299643162E-09
5.81893846923E+09,+2.78816071253E-09
5.82078839420E+09,+2.76576698369E-09
5.82263831916E+09,+2.75830549542E-09
5.82448824412E+09,+2.76231822393E-09
5.82633816908E+09,+2.77984375976E-09
5.82818809405E+09,+2.75843715181E-09
5.83003801901E+09,+2.79755843980E-09
5.83188794397E+09,+2.74090116030E-09
5.83373786893E+09,+2.76384870725E-09
5.83558779390E+09,+2.75468208253E-09
5.83743771886E+09,+2.77305369067E-09
5.83928764382E+09,+2.77387762730E-09
5.84113756878E+09,+2.72444919448E-09
5.84298749375E+09,+2.70378129747E-09
5.84483741871E+09,+2.67627444893E-09
5.84668734367E+09,+2.71408357968E-09
5.84853726863E+09,+2.69212380342E-09
5.85038719360E+09,+2.70630862028E-09
5.85223711856E+09,+2.64864695904E-09
5.85408704352E+09,+2.67424875427E-09
5.85593696848E+09,+2.66706362560E-09
5.85778689345E+09,+2.63304699234E-09
5.85963681841E+09,+2.68203673639E-09
5.86148674337E+09,+2.61135747243E-09
5.86333666833E+09,+2.62310277765E-09
5.86518659330E+09,+2.60909266493E-09
5.86703651826E+09,+2.58720814086E-09
5.86888644322E+09,+2.59400155105E-09
5.87073636818E+09,+2.58815302965E-09
5.87258629315E+09,+2.56505831205E-09
5.87443621811E+09,+2.55902738495E-09
5.87628614307E+09,+2.54901233563E-09
5.87813606803E+09,+2.55294842506E-09
5.87998599300E+09,+2.54103422992E-09
5.88183591796E+09,+2.55724125587E-09
5.88368584292E+09,+2.52940322433E-09
5.88553576788E+09,+2.55821042435E-09
5.88738569285E+09,+2.55931173106E-09
5.88923561781E+09,+2.56559430757E-09
5.89108554277E+09,+2.59098407333E-09
5.89293546773E+09,+2.58961027809E-09
5.89478539270E+09,+2.61593819469E-09
5.89663531766E+09,+2.63489377936E-09
5.89848524262E+09,+2.60500748663E-09
5.90033516758E+09,+2.67407731929E-09
5.90218509255E+09,+2.64847078067E-09
5.90403501751E+09,+2.67473148713E-09
5.90588494247E+09,+2.69514876870E-09
5.90773486743E+09,+2.70162061604E-09
5.90958479240E+09,+2.68123560900E-09
5.91143471736E+09,+2.71072538751E-09
5.91328464232E+09,+2.71761814032E-09
5.91513456728E+09,+2.70881774678E-09
5.91698449225E+09,+2.68016273232E-09
5.91883441721E+09,+2.69683015883E-09
5.92068434217E+09,+2.71738346449E-09
5.92253426713E+09,+2.80010665448E-09
5.92438419210E+09,+2.76606129295E-09
5.92623411706E+09,+2.75474570299E-09
5.92808404202E+09,+2.75993971455E-09
5.92993396698E+09,+2.73642987914E-09
5.93178389195E+09,+2.80030053824E-09
5.93363381691E+09,+2.73448235602E-09
5.93548374187E+09,+2.76498811378E-09
5.93733366683E+09,+2.74073216516E-09
5.93918359180E+09,+2.68483982655E-09
5.94103351676E+09,+2.78034737811E-09
5.94288344172E+09,+2.74761340294E-09
5.94473336668E+09,+2.72040612728E-09
5.94658329165E+09,+2.69049029001E-09
5.94843321661E+09,+2.68970116941E-09
5.95028314157E+09,+2.66789062553E-09
5.95213306653E+09,+2.65964361775E-09
5.95398299150E+09,+2.65196639581E-09
5.95583291646E+09,+2.63526512970E-09
5.95768284142E+09,+2.58341298547E-09
5.95953276638E+09,+2.57904664960E-09
5.96138269135E+09,+2.51268538976E-09
5.96323261631E+09,+2.50076482197E-09
5.96508254127E+09,+2.46023619388E-09
5.96693246623E+09,+2.48431361573E-09
5.96878239120E+09,+2.47764134267E-09
5.97063231616E+09,+2.47954289492E-09
5.97248224112E+09,+2.53835228365E-09
5.97433216608E+09,+2.53085610494E-09
5.97618209105E+09,+2.59035261274E-09
5.97803201601E+09,+2.58317504282E-09
5.97988194097E+09,+2.62068269932E-09
5.98173186593E+09,+2.65080189295E-09
5.98358179090E+09,+2.69160651547E-09
5.98543171586E+09,+2.65162082395E-09
5.98728164082E+09,+2.73219091977E-09
5.98913156578E+09,+2.69859163809E-09
5.99098149075E+09,+2.71620689856E-09
5.99283141571E+09,+2.71041339662E-09
5.99468134067E+09,+2.69473332472E-09
5.99653126563E+09,+2.67617678263E-09
5.99838119060E+09,+2.65149085160E-09
6.00023111556E+09,+2.63554749172E-09
6.00208104052E+09,+2.69773050567E-09
6.00393096548E+09,+2.67470058423E-09
6.00578089045E+09,+2.63564754605E-09
6.00763081541E+09,+2.63264256998E-09
6.00948074037E+09,+2.61998202679E-09
6.01133066533E+09,+2.60920756769E-09
6.01318059030E+09,+2.61946720017E-09
6.01503051526E+09,+2.59355545336E-09
6.01688044022E+09,+2.63125196600E-09
6.01873036518E+09,+2.64302623902E-09
6.02058029015E+09,+2.61746815129E-09
6.02243021511E+09,+2.66179554180E-09
6.02428014007E+09,+2.69148979648E-09
6.02613006503E+09,+2.69422169558E-09
6.02797998999E+09,+2.71250827433E-09
6.02982991496E+09,+2.70657398356E-09
6.03167983992E+09,+2.70863976416E-09
6.03352976488E+09,+2.68102600114E-09
6.03537968984E+09,+2.67929585796E-09
6.03722961481E+09,+2.68001666598E-09
6.03907953977E+09,+2.62743413879E-09
6.04092946473E+09,+2.63230419295E-09
6.04277938969E+09,+2.58002279295E-09
6.04462931466E+09,+2.55233526690E-09
6.04647923962E+09,+2.52848162420E-09
6.04832916458E+09,+2.51355200722E-09
6.05017908954E+09,+2.52648260489E-09
6.05202901451E+09,+2.46366792566E-09
6.05387893947E+09,+2.49440226131E-09
6.05572886443E+09,+2.50022267651E-09
6.05757878939E+09,+2.51871774301E-09
6.05942871436E+09,+2.53412138165E-09
6.06127863932E+09,+2.54234601526E-09
6.06312856428E+09,+2.54479212391E-09
6.06497848924E+09,+2.59414383222E-09
6.06682841421E+09,+2.63818964828E-09
6.06867833917E+09,+2.65046863317E-09
6.07052826413E+09,+2.68906228597E-09
6.07237818909E+09,+2.66197813974E-09
6.07422811406E+09,+2.71681643360E-09
6.07607803902E+09,+2.69782170849E-09
6.07792796398E+09,+2.73432816836E-09
6.07977788894E+09,+2.72002438872E-09
6.08162781391E+09,+2.69528053476E-09
6.08347773887E+09,+2.68828276145E-09
6.08532766383E+09,+2.67752233171E-09
6.08717758879E+09,+2.64142918765E-09
6.08902751376E+09,+2.63724301157E-09
6.09087743872E+09,+2.57731519942E-09
6.09272736368E+09,+2.53152673719E-09
6.09457728864E+09,+2.51123813675E-09
6.09642721361E+09,+2.48763630260E-09
6.09827713857E+09,+2.48036193346E-09
6.10012706353E+09,+2.43692878037E-09
6.10197698849E+09,+2.41939709827E-09
6.10382691346E+09,+2.37230181087E-09
6.10567683842E+09,+2.39726459652E-09
6.10752676338E+09,+2.38336557755E-09
6.10937668834E+09,+2.37747819517E-09
6.11122661331E+09,+2.37106988708E-09
6.11307653827E+09,+2.36902549737E-09
6.11492646323E+09,+2.38927778418E-09
6.11677638819E+09,+2.39881282946E-09
6.11862631316E+09,+2.40529409276E-09
6.12047623812E+09,+2.42379457504E-09
6.12232616308E+09,+2.35789674121E-09
6.12417608804E+09,+2.40697226197E-09
6.12602601301E+09,+2.39870903554E-09
6.12787593797E+09,+2.47095327848E-09
6.12972586293E+09,+2.46300319115E-09
6.13157578789E+09,+2.49913252151E-09
6.13342571286E+09,+2.52169299926E-09
6.13527563782E+09,+2.56499979926E-09
6.13712556278E+09,+2.59099152639E-09
6.13897548774E+09,+2.59737108858E-09
6.14082541271E+09,+2.62881292039E-09
6.14267533767E+09,+2.64288428800E-09
6.14452526263E+09,+2.67225604639E-09
6.14637518759E+09,+2.67341540784E-09
6.14822511256E+09,+2.67063481932E-09
6.15007503752E+09,+2.67442454090E-09
6.15192496248E+09,+2.69032701428E-09
6.15377488744E+09,+2.66890134526E-09
6.15562481241E+09,+2.68957732441E-09
6.15747473737E+09,+2.64116360906E-09
6.15932466233E+09,+2.64954339248E-09
6.16117458729E+09,+2.65234932182E-09
6.16302451226E+09,+2.67548101169E-09
6.16487443722E+09,+2.62170136541E-09
6.16672436218E+09,+2.63226565833E-09
6.16857428714E+09,+2.61666631483E-09
6.17042421211E+09,+2.57843805579E-09
6.17227413707E+09,+2.60645099300E-09
6.17412406203E+09,+2.59012198790E-09
6.17597398699E+09,+2.57270948205E-09
6.17782391196E+09,+2.54329604930E-09
6.17967383692E+09,+2.53062076430E-09
6.18152376188E+09,+2.53447828543E-09
6.18337368684E+09,+2.51529100068E-09
6.18522361181E+09,+2.50608776915E-09
6.18707353677E+09,+2.46697863817E-09
6.18892346173E+09,+2.47348869558E-09
6.19077338669E+09,+2.46724674529E-09
6.19262331166E+09,+2.43728207039E-09
6.19447323662E+09,+2.43956787709E-09
6.19632316158E+09,+2.46377454271E-09
6.19817308654E+09,+2.41179192542E-09
6.20002301151E+09,+2.45640197358E-09
6.20187293647E+09,+2.50968367747E-09
6.20372286143E+09,+2.54397359999E-09
6.20557278639E+09,+2.54140106895E-09
6.20742271136E+09,+2.58992966537E-09
6.20927263632E+09,+2.61007319726E-09
6.21112256128E+09,+2.66307618039E-09
6.21297248624E+09,+2.70187781156E-09
6.21482241121E+09,+2.72934257386E-09
6.21667233617E+09,+2.73209036465E-09
6.21852226113E+09,+2.75310437406E-09
6.22037218609E+09,+2.76372207625E-09
6.22222211106E+09,+2.77000765070E-09
6.22407203602E+09,+2.75557376465E-09
6.22592196098E+09,+2.71472056801E-09
6.22777188594E+09,+2.68791359873E-09
6.22962181091E+09,+2.62628341487E-09
6.23147173587E+09,+2.60136987404E-09
6.23332166083E+09,+2.51333365053E-09
6.23517158579E+09,+2.47352419954E-09
6.23702151076E+09,+2.42374265516E-09
6.23887143572E+09,+2.33661482743E-09
6.24072136068E+09,+2.31785820193E-09
6.24257128564E+09,+2.27785917243E-09
6.24442121061E+09,+2.26200731060E-09
6.24627113557E+09,+2.22796560788E-09
6.24812106053E+09,+2.22113984920E-09
6.24997098549E+09,+2.24067091352E-09
6.25182091046E+09,+2.22839532600E-09
6.25367083542E+09,+2.26201457771E-09
6.25552076038E+09,+2.30917338715E-09
6.25737068534E+09,+2.34096061975E-09
6.25922061031E+09,+2.36400975573E-09
6.26107053527E+09,+2.41097986848E-09
6.26292046023E+09,+2.44552069866E-09
6.26477038519E+09,+2.49782821667E-09
6.26662031016E+09,+2.51830211785E-09
6.26847023512E+09,+2.53691494059E-09
6.27032016008E+09,+2.56810044915E-09
6.27217008504E+09,+2.55347463582E-09
6.27402001001E+09,+2.57500818892E-09
6.27586993497E+09,+2.56937441172E-09
6.27771985993E+09,+2.56593471933E-09
6.27956978489E+09,+2.56878774336E-09
6.28141970985E+09,+2.52225039665E-09
6.28326963482E+09,+2.52860433767E-09
6.28511955978E+09,+2.50609664094E-09
6.28696948474E+09,+2.53147864286E-09
6.28881940970E+09,+2.53233038148E-09
6.29066933467E+09,+2.54663721469E-09
6.29251925963E+09,+2.53961251317E-09
6.29436918459E+09,+2.57833208114E-09
6.29621910955E+09,+2.58378644200E-09
6.29806903452E+09,+2.64437723162E-09
6.29991895948E+09,+2.64311267449E-09
6.30176888444E+09,+2.66733795656E-09
6.30361880940E+09,+2.66304380743E-09
6.30546873437E+09,+2.67367905548E-09
6.30731865933E+09,+2.68913166900E-09
6.30916858429E+09,+2.67285859007E-09
6.31101850925E+09,+2.65282714990E-09
6.31286843422E+09,+2.59982051567E-09
6.31471835918E+09,+2.60086438360E-09
6.31656828414E+09,+2.52502942365E-09
6.31841820910E+09,+2.49671512543E-09
6.32026813407E+09,+2.46198174571E-09
6.32211805903E+09,+2.38681609114E-09
6.32396798399E+09,+2.37259585195E-09
6.32581790895E+09,+2.33566397863E-09
6.32766783392E+09,+2.29898289060E-09
6.32951775888E+09,+2.28567226014E-09
6.33136768384E+09,+2.26081295208E-09
6.33321760880E+09,+2.25084782959E-09
6.33506753377E+09,+2.24024349573E-09
6.33691745873E+09,+2.28014537834E-09
6.33876738369E+09,+2.29491609753E-09
6.34061730865E+09,+2.31355668789E-09
6.34246723362E+09,+2.29735731151E-09
6.34431715858E+09,+2.39061503748E-09
6.34616708354E+09,+2.38290207016E-09
6.34801700850E+09,+2.45090526634E-09
6.34986693347E+09,+2.47022954866E-09
6.35171685843E+09,+2.48109927027E-09
6.35356678339E+09,+2.50909299912E-09
6.35541670835E+09,+2.54917171822E-09
6.35726663332E+09,+2.55660790279E-09
6.35911655828E+09,+2.56328952026E-09
6.36096648324E+09,+2.57694193365E-09
6.36281640820E+09,+2.54187620221E-09
6.36466633317E+09,+2.56279793654E-09
6.36651625813E+09,+2.56133714610E-09
6.36836618309E+09,+2.58070687111E-09
6.37021610805E+09,+2.59096636604E-09
6.37206603302E+09,+2.54933293855E-09
6.37391595798E+09,+2.59062485060E-09
6.37576588294E+09,+2.58741388015E-09
6.37761580790E+09,+2.57681524208E-09
6.37946573287E+09,+2.60661269958E-09
6.38131565783E+09,+2.57335884223E-09
6.38316558279E+09,+2.58815718821E-09
6.38501550775E+09,+2.59482389254E-09
6.38686543272E+09,+2.56467730679E-09
6.38871535768E+09,+2.55557988936E-09
6.39056528264E+09,+2.52534092243E-09
6.39241520760E+09,+2.52107715209E-09
6.39426513257E+09,+2.51224601837E-09
6.39611505753E+09,+2.47641576369E-09
6.39796498249E+09,+2.45623310885E-09
6.39981490745E+09,+2.43532909250E-09
6.40166483242E+09,+2.38154604027E-09
6.40351475738E+09,+2.37759019245E-09
6.40536468234E+09,+2.36763073980E-09
6.40721460730E+09,+2.33790567729E-09
6.40906453227E+09,+2.33457130400E-09
6.41091445723E+09,+2.33792134477E-09
6.41276438219E+09,+2.36751553835E-09
6.41461430715E+09,+2.37220595136E-09
6.41646423212E+09,+2.34466336885E-09
6.41831415708E+09,+2.40159105003E-09
6.42016408204E+09,+2.39852075851E-09
6.42201400700E+09,+2.43349688195E-09
6.42386393197E+09,+2.46939785543E-09
6.42571385693E+09,+2.43176135176E-09
6.42756378189E+09,+2.43174097200E-09
6.42941370685E+09,+2.49294154961E-09
6.43126363182E+09,+2.47186059712E-09
6.43311355678E+09,+2.49683472417E-09
6.43496348174E+09,+2.48395770423E-09
6.43681340670E+09,+2.48213848229E-09
6.43866333167E+09,+2.47931737254E-09
6.44051325663E+09,+2.51169628929E-09
6.44236318159E+09,+2.55826996048E-09
6.44421310655E+09,+2.58766960771E-09
6.44606303152E+09,+2.55168634080E-09
6.44791295648E+09,+2.55870371916E-09
6.44976288144E+09,+2.55949712853E-09
6.45161280640E+09,+2.59218456284E-09
6.45346273137E+09,+2.55184986716E-09
6.45531265633E+09,+2.56953457629E-09
6.45716258129E+09,+2.58576830720E-09
6.45901250625E+09,+2.54702067608E-09
6.46086243122E+09,+2.56488576547E-09
6.46271235618E+09,+2.58445731515E-09
6.46456228114E+09,+2.54045607852E-09
6.46641220610E+09,+2.57607177581E-09
6.46826213107E+09,+2.48446918961E-09
6.47011205603E+09,+2.49535011837E-09
6.47196198099E+09,+2.50299589365E-09
6.47381190595E+09,+2.47055138241E-09
6.47566183092E+09,+2.44032112551E-09
6.47751175588E+09,+2.41443258704E-09
6.47936168084E+09,+2.39884120869E-09
6.48121160580E+09,+2.33993726008E-09
6.48306153077E+09,+2.28648037536E-09
6.48491145573E+09,+2.28764420991E-09
6.48676138069E+09,+2.27663341082E-09
6.48861130565E+09,+2.28412931614E-09
6.49046123062E+09,+2.28865745413E-09
6.49231115558E+09,+2.31294297884E-09
6.49416108054E+09,+2.31052390775E-09
6.49601100550E+09,+2.36106335271E-09
6.49786093047E+09,+2.37402198557E-09
6.49971085543E+09,+2.35354327564E-09
6.50156078039E+09,+2.42123411746E-09
6.50341070535E+09,+2.41975373511E-09
6.50526063032E+09,+2.43362624117E-09
6.50711055528E+09,+2.45652443408E-09
6.50896048024E+09,+2.43169913878E-09
6.51081040520E+09,+2.47315486901E-09
6.51266033017E+09,+2.44086893852E-09
6.51451025513E+09,+2.47428775863E-09
6.51636018009E+09,+2.46095410834E-09
6.51821010505E+09,+2.43442701552E-09
6.52006003002E+09,+2.43045652675E-09
6.52190995498E+09,+2.53617416116E-09
6.52375987994E+09,+2.54808011524E-09
6.52560980490E+09,+2.52655787311E-09
6.52745972986E+09,+2.53105403645E-09
6.52930965483E+09,+2.52931218388E-09
6.53115957979E+09,+2.53188651437E-09
6.53300950475E+09,+2.53602825281E-09
6.53485942971E+09,+2.54076969178E-09
6.53670935468E+09,+2.54352243386E-09
6.53855927964E+09,+2.57451884285E-09
6.54040920460E+09,+2.54733968119E-09
6.54225912956E+09,+2.57140831337E-09
6.54410905453E+09,+2.56496003046E-09
6.54595897949E+09,+2.55466295045E-09
6.54780890445E+09,+2.55544518628E-09
6.54965882941E+09,+2.54952462670E-09
6.55150875438E+09,+2.52649666288E-09
6.55335867934E+09,+2.49470483906E-09
6.55520860430E+09,+2.49967918765E-09
6.55705852926E+09,+2.46729993349E-09
6.55890845423E+09,+2.42766733363E-09
6.56075837919E+09,+2.38563561374E-09
6.56260830415E+09,+2.32582063165E-09
6.56445822911E+09,+2.28584939355E-09
6.56630815408E+09,+2.29414343981E-09
6.56815807904E+09,+2.29342825734E-09
6.57000800400E+09,+2.27639271330E-09
6.57185792896E+09,+2.25121951369E-09
6.57370785393E+09,+2.27088570748E-09
6.57555777889E+09,+2.27773440827E-09
6.57740770385E+09,+2.28770555733E-09
6.57925762881E+09,+2.28655078295E-09
6.58110755378E+09,+2.31536918204E-09
6.58295747874E+09,+2.30140518683E-09
6.58480740370E+09,+2.32306045363E-09
6.58665732866E+09,+2.39625017271E-09
6.58850725363E+09,+2.35580550711E-09
6.59035717859E+09,+2.39733732390E-09
6.59220710355E+09,+2.36968281421E-09
6.59405702851E+09,+2.41397325076E-09
6.59590695348E+09,+2.40336926505E-09
6.59775687844E+09,+2.39983651246E-09
6.59960680340E+09,+2.42744826406E-09
6.60145672836E+09,+2.40614254867E-09
6.60330665333E+09,+2.42956006711E-09
6.60515657829E+09,+2.39268842184E-09
6.60700650325E+09,+2.42119254586E-09
6.60885642821E+09,+2.40763418174E-09
6.61070635318E+09,+2.43111712000E-09
6.61255627814E+09,+2.41420681921E-09
6.61440620310E+09,+2.41899832409E-09
6.61625612806E+09,+2.40543589223E-09
6.61810605303E+09,+2.44473136009E-09
6.61995597799E+09,+2.40146049491E-09
6.62180590295E+09,+2.43119070333E-09
6.62365582791E+09,+2.40107788207E-09
6.62550575288E+09,+2.42178245707E-09
6.62735567784E+09,+2.41030804634E-09
6.62920560280E+09,+2.40127223823E-09
6.63105552776E+09,+2.37510353856E-09
6.63290545273E+09,+2.39637351680E-09
6.63475537769E+09,+2.37445771384E-09
6.63660530265E+09,+2.38088510222E-09
6.63845522761E+09,+2.38167443090E-09
6.64030515258E+09,+2.35617210096E-09
6.64215507754E+09,+2.34477595692E-09
6.64400500250E+09,+2.37021613801E-09
6.64585492746E+09,+2.37767306465E-09
6.64770485243E+09,+2.36882063160E-09
6.64955477739E+09,+2.39928101172E-09
6.65140470235E+09,+2.35162973679E-09
6.65325462731E+09,+2.37629009450E-09
6.65510455228E+09,+2.37954813304E-09
6.65695447724E+09,+2.40290588439E-09
6.65880440220E+09,+2.39269960679E-09
6.66065432716E+09,+2.40968428354E-09
6.66250425213E+09,+2.40548556343E-09
6.66435417709E+09,+2.40656195092E-09
6.66620410205E+09,+2.42687836331E-09
6.66805402701E+09,+2.41107463220E-09
6.66990395198E+09,+2.41056827017E-09
6.67175387694E+09,+2.41971784195E-09
6.67360380190E+09,+2.43538664699E-09
6.67545372686E+09,+2.40754294625E-09
6.67730365183E+09,+2.40968725571E-09
6.67915357679E+09,+2.38937155570E-09
6.68100350175E+09,+2.41796118506E-09
6.68285342671E+09,+2.40171021769E-09
6.68470335168E+09,+2.39332007181E-09
6.68655327664E+09,+2.39811651366E-09
6.68840320160E+09,+2.41220637971E-09
6.69025312656E+09,+2.39339526165E-09
6.69210305153E+09,+2.37142695310E-09
6.69395297649E+09,+2.40639258946E-09
6.69580290145E+09,+2.39804251807E-09
6.69765282641E+09,+2.36012934611E-09
6.69950275138E+09,+2.39088710763E-09
6.70135267634E+09,+2.37336680684E-09
6.70320260130E+09,+2.37195512219E-09
6.70505252626E+09,+2.37650438439E-09
6.70690245123E+09,+2.36890128009E-09
6.70875237619E+09,+2.37208820183E-09
6.71060230115E+09,+2.38343213499E-09
6.71245222611E+09,+2.39001306913E-09
6.71430215108E+09,+2.38095722522E-09
6.71615207604E+09,+2.38816068650E-09
6.71800200100E+09,+2.40056670121E-09
6.71985192596E+09,+2.42209674369E-09
6.72170185093E+09,+2.38174327173E-09
6.72355177589E+09,+2.35616409480E-09
6.72540170085E+09,+2.40910217721E-09
6.72725162581E+09,+2.38254296658E-09
6.72910155078E+09,+2.40063488079E-09
6.73095147574E+09,+2.37070610712E-09
6.73280140070E+09,+2.40903404184E-09
6.73465132566E+09,+2.35457560083E-09
6.73650125063E+09,+2.34268323059E-09
6.73835117559E+09,+2.34442036427E-09
6.74020110055E+09,+2.29988129603E-09
6.74205102551E+09,+2.29744504106E-09
6.74390095048E+09,+2.26355684940E-09
6.74575087544E+09,+2.25842071310E-09
6.74760080040E+09,+2.22703844156E-09
