Column1;Column2;Column3;Column4
4381318931,89;-10,11;4,38132;
4381693769,38;-10,10;4,38169;
4382068606,86;-10,09;4,38207;
4382443444,34;-10,08;4,38244;
4382818281,83;-10,06;4,38282;
4383193119,31;-10,04;4,38319;
4383567956,80;-10,02;4,38357;
4383942794,28;-10,00;4,38394;
4384317631,76;-9,98;4,38432;
4384692469,25;-9,96;4,38469;
4385067306,73;-9,94;4,38507;
4385442144,21;-9,91;4,38544;
4385816981,70;-9,88;4,38582;
4386191819,18;-9,85;4,38619;
4386566656,67;-9,82;4,38657;
4386941494,15;-9,79;4,38694;
4387316331,63;-9,76;4,38732;
4387691169,12;-9,72;4,38769;
4388066006,60;-9,68;4,38807;
4388440844,08;-9,65;4,38844;
4388815681,57;-9,61;4,38882;
4389190519,05;-9,57;4,38919;
4389565356,54;-9,52;4,38957;
4389940194,02;-9,48;4,38994;
4390315031,50;-9,44;4,39032;
4390689868,99;-9,39;4,39069;
4391064706,47;-9,35;4,39106;
4391439543,95;-9,30;4,39144;
4391814381,44;-9,25;4,39181;
4392189218,92;-9,20;4,39219;
4392564056,41;-9,15;4,39256;
4392938893,89;-9,10;4,39294;
4393313731,37;-9,04;4,39331;
4393688568,86;-8,99;4,39369;
4394063406,34;-8,93;4,39406;
4394438243,82;-8,87;4,39444;
4394813081,31;-8,81;4,39481;
4395187918,79;-8,75;4,39519;
4395562756,28;-8,69;4,39556;
4395937593,76;-8,63;4,39594;
4396312431,24;-8,56;4,39631;
4396687268,73;-8,50;4,39669;
4397062106,21;-8,43;4,39706;
4397436943,69;-8,36;4,39744;
4397811781,18;-8,29;4,39781;
4398186618,66;-8,22;4,39819;
4398561456,15;-8,15;4,39856;
4398936293,63;-8,07;4,39894;
4399311131,11;-8,00;4,39931;
4399685968,60;-7,92;4,39969;
4400060806,08;-7,84;4,40006;
4400435643,56;-7,76;4,40044;
4400810481,05;-7,69;4,40081;
4401185318,53;-7,60;4,40119;
4401560156,02;-7,51;4,40156;
4401934993,50;-7,43;4,40193;
4402309830,98;-7,34;4,40231;
4402684668,47;-7,26;4,40268;
4403059505,95;-7,17;4,40306;
4403434343,43;-7,07;4,40343;
4403809180,92;-6,99;4,40381;
4404184018,40;-6,89;4,40418;
4404558855,89;-6,80;4,40456;
4404933693,37;-6,70;4,40493;
4405308530,85;-6,61;4,40531;
4405683368,34;-6,51;4,40568;
4406058205,82;-6,40;4,40606;
4406433043,30;-6,31;4,40643;
4406807880,79;-6,20;4,40681;
4407182718,27;-6,10;4,40718;
4407557555,76;-6,00;4,40756;
4407932393,24;-5,89;4,40793;
4408307230,72;-5,80;4,40831;
4408682068,21;-5,69;4,40868;
4409056905,69;-5,58;4,40906;
4409431743,17;-5,47;4,40943;
4409806580,66;-5,37;4,40981;
4410181418,14;-5,26;4,41018;
4410556255,63;-5,16;4,41056;
4410931093,11;-5,05;4,41093;
4411305930,59;-4,95;4,41131;
4411680768,08;-4,84;4,41168;
4412055605,56;-4,74;4,41206;
4412430443,04;-4,64;4,41243;
4412805280,53;-4,53;4,41281;
4413180118,01;-4,44;4,41318;
4413554955,50;-4,34;4,41355;
4413929792,98;-4,25;4,41393;
4414304630,46;-4,16;4,41430;
4414679467,95;-4,07;4,41468;
4415054305,43;-3,98;4,41505;
4415429142,91;-3,90;4,41543;
4415803980,40;-3,83;4,41580;
4416178817,88;-3,74;4,41618;
4416553655,37;-3,67;4,41655;
4416928492,85;-3,61;4,41693;
4417303330,33;-3,56;4,41730;
4417678167,82;-3,49;4,41768;
4418053005,30;-3,45;4,41805;
4418427842,78;-3,40;4,41843;
4418802680,27;-3,37;4,41880;
4419177517,75;-3,33;4,41918;
4419552355,24;-3,31;4,41955;
4419927192,72;-3,29;4,41993;
4420302030,20;-3,27;4,42030;
4420676867,69;-3,28;4,42068;
4421051705,17;-3,27;4,42105;
4421426542,65;-3,28;4,42143;
4421801380,14;-3,29;4,42180;
4422176217,62;-3,31;4,42218;
4422551055,11;-3,34;4,42255;
4422925892,59;-3,38;4,42293;
4423300730,07;-3,41;4,42330;
4423675567,56;-3,45;4,42368;
4424050405,04;-3,50;4,42405;
4424425242,52;-3,56;4,42443;
4424800080,01;-3,61;4,42480;
4425174917,49;-3,67;4,42517;
4425549754,98;-3,74;4,42555;
4425924592,46;-3,80;4,42592;
4426299429,94;-3,89;4,42630;
4426674267,43;-3,95;4,42667;
4427049104,91;-4,04;4,42705;
4427423942,39;-4,12;4,42742;
4427798779,88;-4,20;4,42780;
4428173617,36;-4,29;4,42817;
4428548454,85;-4,37;4,42855;
4428923292,33;-4,46;4,42892;
4429298129,81;-4,55;4,42930;
4429672967,30;-4,64;4,42967;
4430047804,78;-4,73;4,43005;
4430422642,26;-4,82;4,43042;
4430797479,75;-4,90;4,43080;
4431172317,23;-5,00;4,43117;
4431547154,72;-5,09;4,43155;
4431921992,20;-5,18;4,43192;
4432296829,68;-5,27;4,43230;
4432671667,17;-5,36;4,43267;
4433046504,65;-5,45;4,43305;
4433421342,13;-5,53;4,43342;
4433796179,62;-5,62;4,43380;
4434171017,10;-5,70;4,43417;
4434545854,59;-5,79;4,43455;
4434920692,07;-5,87;4,43492;
4435295529,55;-5,95;4,43530;
4435670367,04;-6,03;4,43567;
4436045204,52;-6,10;4,43605;
4436420042,00;-6,19;4,43642;
4436794879,49;-6,26;4,43679;
4437169716,97;-6,33;4,43717;
4437544554,46;-6,41;4,43754;
4437919391,94;-6,47;4,43792;
4438294229,42;-6,54;4,43829;
4438669066,91;-6,61;4,43867;
4439043904,39;-6,68;4,43904;
4439418741,87;-6,74;4,43942;
4439793579,36;-6,80;4,43979;
4440168416,84;-6,86;4,44017;
4440543254,33;-6,92;4,44054;
4440918091,81;-6,97;4,44092;
4441292929,29;-7,03;4,44129;
4441667766,78;-7,08;4,44167;
4442042604,26;-7,13;4,44204;
4442417441,74;-7,18;4,44242;
4442792279,23;-7,23;4,44279;
4443167116,71;-7,28;4,44317;
4443541954,20;-7,32;4,44354;
4443916791,68;-7,36;4,44392;
4444291629,16;-7,40;4,44429;
4444666466,65;-7,44;4,44467;
4445041304,13;-7,48;4,44504;
4445416141,61;-7,51;4,44542;
4445790979,10;-7,55;4,44579;
4446165816,58;-7,58;4,44617;
4446540654,07;-7,61;4,44654;
4446915491,55;-7,64;4,44692;
4447290329,03;-7,67;4,44729;
4447665166,52;-7,69;4,44767;
4448040004,00;-7,72;4,44804;
4448414841,48;-7,74;4,44841;
4448789678,97;-7,77;4,44879;
4449164516,45;-7,78;4,44916;
4449539353,94;-7,80;4,44954;
4449914191,42;-7,82;4,44991;
4450289028,90;-7,83;4,45029;
4450663866,39;-7,85;4,45066;
4451038703,87;-7,86;4,45104;
4451413541,35;-7,88;4,45141;
4451788378,84;-7,88;4,45179;
4452163216,32;-7,89;4,45216;
4452538053,81;-7,90;4,45254;
4452912891,29;-7,90;4,45291;
4453287728,77;-7,91;4,45329;
4453662566,26;-7,91;4,45366;
4454037403,74;-7,92;4,45404;
4454412241,22;-7,91;4,45441;
4454787078,71;-7,92;4,45479;
4455161916,19;-7,92;4,45516;
4455536753,68;-7,91;4,45554;
4455911591,16;-7,91;4,45591;
4456286428,64;-7,90;4,45629;
4456661266,13;-7,89;4,45666;
4457036103,61;-7,89;4,45704;
4457410941,09;-7,88;4,45741;
4457785778,58;-7,87;4,45779;
4458160616,06;-7,86;4,45816;
4458535453,55;-7,84;4,45854;
4458910291,03;-7,83;4,45891;
4459285128,51;-7,82;4,45929;
4459659966,00;-7,80;4,45966;
4460034803,48;-7,79;4,46003;
4460409640,96;-7,77;4,46041;
4460784478,45;-7,75;4,46078;
4461159315,93;-7,73;4,46116;
4461534153,42;-7,71;4,46153;
4461908990,90;-7,68;4,46191;
4462283828,38;-7,66;4,46228;
4462658665,87;-7,64;4,46266;
4463033503,35;-7,61;4,46303;
4463408340,83;-7,58;4,46341;
4463783178,32;-7,56;4,46378;
4464158015,80;-7,53;4,46416;
4464532853,29;-7,50;4,46453;
4464907690,77;-7,47;4,46491;
4465282528,25;-7,44;4,46528;
4465657365,74;-7,41;4,46566;
4466032203,22;-7,37;4,46603;
4466407040,70;-7,34;4,46641;
4466781878,19;-7,30;4,46678;
4467156715,67;-7,26;4,46716;
4467531553,16;-7,23;4,46753;
4467906390,64;-7,19;4,46791;
4468281228,12;-7,15;4,46828;
4468656065,61;-7,11;4,46866;
4469030903,09;-7,07;4,46903;
4469405740,57;-7,02;4,46941;
4469780578,06;-6,98;4,46978;
4470155415,54;-6,94;4,47016;
4470530253,03;-6,89;4,47053;
4470905090,51;-6,85;4,47091;
4471279927,99;-6,80;4,47128;
4471654765,48;-6,75;4,47165;
4472029602,96;-6,70;4,47203;
4472404440,44;-6,66;4,47240;
4472779277,93;-6,60;4,47278;
4473154115,41;-6,55;4,47315;
4473528952,90;-6,50;4,47353;
4473903790,38;-6,45;4,47390;
4474278627,86;-6,39;4,47428;
4474653465,35;-6,34;4,47465;
4475028302,83;-6,29;4,47503;
4475403140,31;-6,22;4,47540;
4475777977,80;-6,17;4,47578;
4476152815,28;-6,11;4,47615;
4476527652,77;-6,05;4,47653;
4476902490,25;-6,00;4,47690;
4477277327,73;-5,94;4,47728;
4477652165,22;-5,88;4,47765;
4478027002,70;-5,82;4,47803;
4478401840,18;-5,76;4,47840;
4478776677,67;-5,70;4,47878;
4479151515,15;-5,64;4,47915;
4479526352,64;-5,57;4,47953;
4479901190,12;-5,51;4,47990;
4480276027,60;-5,44;4,48028;
4480650865,09;-5,39;4,48065;
4481025702,57;-5,32;4,48103;
4481400540,05;-5,26;4,48140;
4481775377,54;-5,19;4,48178;
4482150215,02;-5,13;4,48215;
4482525052,51;-5,07;4,48253;
4482899889,99;-5,00;4,48290;
4483274727,47;-4,94;4,48327;
4483649564,96;-4,88;4,48365;
4484024402,44;-4,81;4,48402;
4484399239,92;-4,75;4,48440;
4484774077,41;-4,68;4,48477;
4485148914,89;-4,62;4,48515;
4485523752,38;-4,56;4,48552;
4485898589,86;-4,50;4,48590;
4486273427,34;-4,44;4,48627;
4486648264,83;-4,38;4,48665;
4487023102,31;-4,32;4,48702;
4487397939,79;-4,27;4,48740;
4487772777,28;-4,20;4,48777;
4488147614,76;-4,15;4,48815;
4488522452,25;-4,09;4,48852;
4488897289,73;-4,04;4,48890;
4489272127,21;-3,99;4,48927;
4489646964,70;-3,93;4,48965;
4490021802,18;-3,89;4,49002;
4490396639,66;-3,83;4,49040;
4490771477,15;-3,79;4,49077;
4491146314,63;-3,74;4,49115;
4491521152,12;-3,70;4,49152;
4491895989,60;-3,66;4,49190;
4492270827,08;-3,62;4,49227;
4492645664,57;-3,58;4,49265;
4493020502,05;-3,54;4,49302;
4493395339,53;-3,51;4,49340;
4493770177,02;-3,48;4,49377;
4494145014,50;-3,44;4,49415;
4494519851,99;-3,42;4,49452;
4494894689,47;-3,40;4,49489;
4495269526,95;-3,37;4,49527;
4495644364,44;-3,35;4,49564;
4496019201,92;-3,33;4,49602;
4496394039,40;-3,31;4,49639;
4496768876,89;-3,30;4,49677;
4497143714,37;-3,29;4,49714;
4497518551,86;-3,28;4,49752;
4497893389,34;-3,27;4,49789;
4498268226,82;-3,26;4,49827;
4498643064,31;-3,26;4,49864;
4499017901,79;-3,26;4,49902;
4499392739,27;-3,26;4,49939;
4499767576,76;-3,26;4,49977;
4500142414,24;-3,27;4,50014;
4500517251,73;-3,27;4,50052;
4500892089,21;-3,28;4,50089;
4501266926,69;-3,29;4,50127;
4501641764,18;-3,31;4,50164;
4502016601,66;-3,32;4,50202;
4502391439,14;-3,34;4,50239;
4502766276,63;-3,35;4,50277;
4503141114,11;-3,37;4,50314;
4503515951,60;-3,39;4,50352;
4503890789,08;-3,42;4,50389;
4504265626,56;-3,44;4,50427;
4504640464,05;-3,46;4,50464;
4505015301,53;-3,48;4,50502;
4505390139,01;-3,51;4,50539;
4505764976,50;-3,54;4,50576;
4506139813,98;-3,57;4,50614;
4506514651,47;-3,60;4,50651;
4506889488,95;-3,63;4,50689;
4507264326,43;-3,66;4,50726;
4507639163,92;-3,69;4,50764;
4508014001,40;-3,72;4,50801;
4508388838,88;-3,75;4,50839;
4508763676,37;-3,79;4,50876;
4509138513,85;-3,82;4,50914;
4509513351,34;-3,85;4,50951;
4509888188,82;-3,88;4,50989;
4510263026,30;-3,92;4,51026;
4510637863,79;-3,95;4,51064;
4511012701,27;-3,99;4,51101;
4511387538,75;-4,02;4,51139;
4511762376,24;-4,05;4,51176;
4512137213,72;-4,08;4,51214;
4512512051,21;-4,12;4,51251;
4512886888,69;-4,15;4,51289;
4513261726,17;-4,18;4,51326;
4513636563,66;-4,21;4,51364;
4514011401,14;-4,24;4,51401;
4514386238,62;-4,28;4,51439;
4514761076,11;-4,31;4,51476;
4515135913,59;-4,34;4,51514;
4515510751,08;-4,37;4,51551;
4515885588,56;-4,40;4,51589;
4516260426,04;-4,42;4,51626;
4516635263,53;-4,45;4,51664;
4517010101,01;-4,48;4,51701;
4517384938,49;-4,51;4,51738;
4517759775,98;-4,53;4,51776;
4518134613,46;-4,56;4,51813;
4518509450,95;-4,58;4,51851;
4518884288,43;-4,61;4,51888;
4519259125,91;-4,62;4,51926;
4519633963,40;-4,65;4,51963;
4520008800,88;-4,67;4,52001;
4520383638,36;-4,69;4,52038;
4520758475,85;-4,71;4,52076;
4521133313,33;-4,73;4,52113;
4521508150,82;-4,75;4,52151;
4521882988,30;-4,77;4,52188;
4522257825,78;-4,79;4,52226;
4522632663,27;-4,80;4,52263;
4523007500,75;-4,81;4,52301;
4523382338,23;-4,83;4,52338;
4523757175,72;-4,84;4,52376;
4524132013,20;-4,86;4,52413;
4524506850,69;-4,87;4,52451;
4524881688,17;-4,88;4,52488;
4525256525,65;-4,90;4,52526;
4525631363,14;-4,90;4,52563;
4526006200,62;-4,92;4,52601;
4526381038,10;-4,92;4,52638;
4526755875,59;-4,94;4,52676;
4527130713,07;-4,94;4,52713;
4527505550,56;-4,94;4,52751;
4527880388,04;-4,95;4,52788;
4528255225,52;-4,96;4,52826;
4528630063,01;-4,97;4,52863;
4529004900,49;-4,97;4,52900;
4529379737,97;-4,98;4,52938;
4529754575,46;-4,98;4,52975;
4530129412,94;-4,99;4,53013;
4530504250,43;-4,99;4,53050;
4530879087,91;-4,99;4,53088;
4531253925,39;-4,99;4,53125;
4531628762,88;-5,00;4,53163;
4532003600,36;-5,00;4,53200;
4532378437,84;-5,00;4,53238;
4532753275,33;-5,00;4,53275;
4533128112,81;-5,01;4,53313;
4533502950,30;-5,00;4,53350;
4533877787,78;-5,01;4,53388;
4534252625,26;-5,00;4,53425;
4534627462,75;-5,01;4,53463;
4535002300,23;-5,01;4,53500;
4535377137,71;-5,00;4,53538;
4535751975,20;-5,00;4,53575;
4536126812,68;-5,01;4,53613;
4536501650,17;-5,01;4,53650;
4536876487,65;-5,00;4,53688;
4537251325,13;-5,00;4,53725;
4537626162,62;-5,00;4,53763;
4538001000,10;-5,01;4,53800;
4538375837,58;-5,00;4,53838;
4538750675,07;-5,01;4,53875;
4539125512,55;-5,00;4,53913;
4539500350,04;-5,00;4,53950;
4539875187,52;-5,00;4,53988;
4540250025,00;-5,00;4,54025;
4540624862,49;-5,00;4,54062;
4540999699,97;-5,00;4,54100;
