L, [м];! Stimulus(Гц);    S21(°);f, [ГГц];φ, [рад];ω, [рад*ГГц];τГВЗ, [нс];γ(ω), [рад/м];vгр.,[Гм/c];;;
;6301611361,00;-1989,21;6,30;-34,72;39,59;2,64;-63,12;-0,21;;;
;6301986199,00;-1989,57;6,30;-34,72;39,60;2,61;-63,14;-0,21;;;
;6302361036,00;-1989,92;6,30;-34,73;39,60;2,69;-63,15;-0,20;;;
;6302735874,00;-1990,29;6,30;-34,74;39,60;2,62;-63,16;-0,21;;;
;6303110711,00;-1990,64;6,30;-34,74;39,60;2,62;-63,17;-0,21;;;
;6303485549,00;-1990,99;6,30;-34,75;39,61;2,62;-63,18;-0,21;;;
;6303860386,00;-1991,35;6,30;-34,76;39,61;2,62;-63,19;-0,21;;;
;6304235224,00;-1991,70;6,30;-34,76;39,61;2,60;-63,20;-0,21;;;
;6304610061,00;-1992,05;6,30;-34,77;39,61;2,54;-63,21;-0,22;;;
;6304984898,00;-1992,39;6,30;-34,77;39,62;2,64;-63,23;-0,21;;;
;6305359736,00;-1992,75;6,31;-34,78;39,62;2,55;-63,24;-0,22;;;
;6305734573,00;-1993,09;6,31;-34,79;39,62;2,54;-63,25;-0,22;;;
;6306109411,00;-1993,44;6,31;-34,79;39,62;2,58;-63,26;-0,21;;;
;6306484248,00;-1993,78;6,31;-34,80;39,62;2,51;-63,27;-0,22;;;
;6306859086,00;-1994,12;6,31;-34,80;39,63;2,57;-63,28;-0,21;;;
;6307233923,00;-1994,47;6,31;-34,81;39,63;2,49;-63,29;-0,22;;;
;6307608761,00;-1994,81;6,31;-34,82;39,63;2,67;-63,30;-0,21;;;
;6307983598,00;-1995,16;6,31;-34,82;39,63;2,48;-63,31;-0,22;;;
;6308358436,00;-1995,50;6,31;-34,83;39,64;2,58;-63,32;-0,21;;;
;6308733273,00;-1995,85;6,31;-34,83;39,64;2,74;-63,33;-0,20;;;
;6309108111,00;-1996,22;6,31;-34,84;39,64;2,05;-63,35;-0,27;;;
;6309482948,00;-1996,49;6,31;-34,85;39,64;2,69;-63,36;-0,20;;;
;6309857786,00;-1996,86;6,31;-34,85;39,65;2,75;-63,37;-0,20;;;
;6310232623,00;-1997,23;6,31;-34,86;39,65;2,32;-63,38;-0,24;;;
;6310607461,00;-1997,54;6,31;-34,86;39,65;2,57;-63,39;-0,21;;;
;6310982298,00;-1997,89;6,31;-34,87;39,65;2,46;-63,40;-0,22;;;
;6311357136,00;-1998,22;6,31;-34,88;39,66;2,48;-63,41;-0,22;;;
;6311731973,00;-1998,55;6,31;-34,88;39,66;2,62;-63,42;-0,21;;;
;6312106811,00;-1998,91;6,31;-34,89;39,66;2,41;-63,43;-0,23;;;
;6312481648,00;-1999,23;6,31;-34,89;39,66;2,50;-63,44;-0,22;;;
;6312856486,00;-1999,57;6,31;-34,90;39,66;2,55;-63,45;-0,22;;;
;6313231323,00;-1999,91;6,31;-34,91;39,67;2,59;-63,46;-0,21;;;
;6313606161,00;-2000,26;6,31;-34,91;39,67;2,13;-63,47;-0,26;;;
;6313980998,00;-2000,55;6,31;-34,92;39,67;2,52;-63,48;-0,22;;;
;6314355836,00;-2000,89;6,31;-34,92;39,67;2,83;-63,49;-0,19;;;
;6314730673,00;-2001,27;6,31;-34,93;39,68;2,43;-63,51;-0,23;;;
;6315105511,00;-2001,60;6,32;-34,93;39,68;2,37;-63,52;-0,23;;;
;6315480348,00;-2001,92;6,32;-34,94;39,68;2,44;-63,53;-0,23;;;
;6315855186,00;-2002,25;6,32;-34,95;39,68;2,68;-63,54;-0,21;;;
;6316230023,00;-2002,61;6,32;-34,95;39,69;2,48;-63,55;-0,22;;;
;6316604860,00;-2002,95;6,32;-34,96;39,69;2,59;-63,56;-0,21;;;
;6316979698,00;-2003,30;6,32;-34,96;39,69;2,36;-63,57;-0,23;;;
;6317354535,00;-2003,61;6,32;-34,97;39,69;2,60;-63,58;-0,21;;;
;6317729373,00;-2003,97;6,32;-34,98;39,70;2,42;-63,59;-0,23;;;
;6318104210,00;-2004,29;6,32;-34,98;39,70;2,53;-63,60;-0,22;;;
;6318479048,00;-2004,63;6,32;-34,99;39,70;2,62;-63,61;-0,21;;;
;6318853885,00;-2004,99;6,32;-34,99;39,70;2,53;-63,62;-0,22;;;
;6319228723,00;-2005,33;6,32;-35,00;39,70;2,58;-63,64;-0,21;;;
;6319603560,00;-2005,68;6,32;-35,01;39,71;2,46;-63,65;-0,22;;;
;6319978398,00;-2006,01;6,32;-35,01;39,71;2,59;-63,66;-0,21;;;
;6320353235,00;-2006,36;6,32;-35,02;39,71;2,60;-63,67;-0,21;;;
;6320728073,00;-2006,71;6,32;-35,02;39,71;2,46;-63,68;-0,22;;;
;6321102910,00;-2007,04;6,32;-35,03;39,72;2,71;-63,69;-0,20;;;
;6321477748,00;-2007,41;6,32;-35,04;39,72;2,50;-63,70;-0,22;;;
;6321852585,00;-2007,75;6,32;-35,04;39,72;2,59;-63,71;-0,21;;;
;6322227423,00;-2008,10;6,32;-35,05;39,72;2,61;-63,72;-0,21;;;
;6322602260,00;-2008,45;6,32;-35,05;39,73;2,50;-63,73;-0,22;;;
;6322977098,00;-2008,78;6,32;-35,06;39,73;2,77;-63,75;-0,20;;;
;6323351935,00;-2009,16;6,32;-35,07;39,73;2,62;-63,76;-0,21;;;
;6323726773,00;-2009,51;6,32;-35,07;39,73;2,29;-63,77;-0,24;;;
;6324101610,00;-2009,82;6,32;-35,08;39,74;2,91;-63,78;-0,19;;;
;6324476448,00;-2010,21;6,32;-35,08;39,74;2,74;-63,79;-0,20;;;
;6324851285,00;-2010,58;6,32;-35,09;39,74;2,47;-63,80;-0,22;;;
;6325226123,00;-2010,92;6,33;-35,10;39,74;2,65;-63,81;-0,21;;;
;6325600960,00;-2011,28;6,33;-35,10;39,74;2,69;-63,82;-0,20;;;
;6325975798,00;-2011,64;6,33;-35,11;39,75;2,78;-63,84;-0,20;;;
;6326350635,00;-2012,01;6,33;-35,12;39,75;2,61;-63,85;-0,21;;;
;6326725473,00;-2012,37;6,33;-35,12;39,75;2,65;-63,86;-0,21;;;
;6327100310,00;-2012,72;6,33;-35,13;39,75;2,72;-63,87;-0,20;;;
;6327475148,00;-2013,09;6,33;-35,14;39,76;2,76;-63,88;-0,20;;;
;6327849985,00;-2013,46;6,33;-35,14;39,76;2,85;-63,89;-0,19;;;
;6328224822,00;-2013,85;6,33;-35,15;39,76;2,53;-63,91;-0,22;;;
;6328599660,00;-2014,19;6,33;-35,15;39,76;2,74;-63,92;-0,20;;;
;6328974497,00;-2014,56;6,33;-35,16;39,77;2,81;-63,93;-0,20;;;
;6329349335,00;-2014,94;6,33;-35,17;39,77;2,72;-63,94;-0,20;;;
;6329724172,00;-2015,31;6,33;-35,17;39,77;2,78;-63,95;-0,20;;;
;6330099010,00;-2015,68;6,33;-35,18;39,77;2,63;-63,96;-0,21;;;
;6330473847,00;-2016,04;6,33;-35,19;39,78;2,80;-63,98;-0,20;;;
;6330848685,00;-2016,41;6,33;-35,19;39,78;2,79;-63,99;-0,20;;;
;6331223522,00;-2016,79;6,33;-35,20;39,78;2,84;-64,00;-0,19;;;
;6331598360,00;-2017,17;6,33;-35,21;39,78;2,79;-64,01;-0,20;;;
;6331973197,00;-2017,55;6,33;-35,21;39,78;2,64;-64,02;-0,21;;;
;6332348035,00;-2017,91;6,33;-35,22;39,79;3,03;-64,03;-0,18;;;
;6332722872,00;-2018,32;6,33;-35,23;39,79;2,80;-64,05;-0,20;;;
;6333097710,00;-2018,69;6,33;-35,23;39,79;2,71;-64,06;-0,20;;;
;6333472547,00;-2019,06;6,33;-35,24;39,79;2,83;-64,07;-0,19;;;
;6333847385,00;-2019,44;6,33;-35,25;39,80;2,86;-64,08;-0,19;;;
;6334222222,00;-2019,83;6,33;-35,25;39,80;2,81;-64,10;-0,20;;;
;6334597060,00;-2020,21;6,33;-35,26;39,80;2,87;-64,11;-0,19;;;
;6334971897,00;-2020,59;6,33;-35,27;39,80;2,75;-64,12;-0,20;;;
;6335346735,00;-2020,97;6,34;-35,27;39,81;2,98;-64,13;-0,18;;;
;6335721572,00;-2021,37;6,34;-35,28;39,81;2,81;-64,14;-0,20;;;
;6336096410,00;-2021,75;6,34;-35,29;39,81;2,94;-64,16;-0,19;;;
;6336471247,00;-2022,14;6,34;-35,29;39,81;2,81;-64,17;-0,20;;;
;6336846085,00;-2022,52;6,34;-35,30;39,82;2,80;-64,18;-0,20;;;
;6337220922,00;-2022,90;6,34;-35,31;39,82;2,92;-64,19;-0,19;;;
;6337595760,00;-2023,29;6,34;-35,31;39,82;2,85;-64,21;-0,19;;;
;6337970597,00;-2023,68;6,34;-35,32;39,82;2,80;-64,22;-0,20;;;
;6338345435,00;-2024,06;6,34;-35,33;39,82;2,95;-64,23;-0,19;;;
;6338720272,00;-2024,46;6,34;-35,33;39,83;2,93;-64,24;-0,19;;;
;6339095110,00;-2024,85;6,34;-35,34;39,83;2,77;-64,26;-0,20;;;
;6339469947,00;-2025,22;6,34;-35,35;39,83;2,97;-64,27;-0,19;;;
;6339844784,00;-2025,63;6,34;-35,35;39,83;2,82;-64,28;-0,20;;;
;6340219622,00;-2026,01;6,34;-35,36;39,84;2,90;-64,29;-0,19;;;
;6340594459,00;-2026,40;6,34;-35,37;39,84;2,88;-64,30;-0,19;;;
;6340969297,00;-2026,79;6,34;-35,37;39,84;2,89;-64,32;-0,19;;;
;6341344134,00;-2027,17;6,34;-35,38;39,84;2,90;-64,33;-0,19;;;
;6341718972,00;-2027,57;6,34;-35,39;39,85;2,80;-64,34;-0,20;;;
;6342093809,00;-2027,94;6,34;-35,39;39,85;2,92;-64,35;-0,19;;;
;6342468647,00;-2028,34;6,34;-35,40;39,85;2,82;-64,37;-0,20;;;
;6342843484,00;-2028,72;6,34;-35,41;39,85;2,94;-64,38;-0,19;;;
;6343218322,00;-2029,11;6,34;-35,41;39,86;2,79;-64,39;-0,20;;;
;6343593159,00;-2029,49;6,34;-35,42;39,86;2,75;-64,40;-0,20;;;
;6343967997,00;-2029,86;6,34;-35,43;39,86;2,92;-64,41;-0,19;;;
;6344342834,00;-2030,26;6,34;-35,43;39,86;2,76;-64,43;-0,20;;;
;6344717672,00;-2030,63;6,34;-35,44;39,87;2,82;-64,44;-0,19;;;
;6345092509,00;-2031,01;6,35;-35,45;39,87;2,85;-64,45;-0,19;;;
;6345467347,00;-2031,40;6,35;-35,45;39,87;2,81;-64,46;-0,20;;;
;6345842184,00;-2031,78;6,35;-35,46;39,87;2,67;-64,47;-0,21;;;
;6346217022,00;-2032,14;6,35;-35,47;39,87;2,94;-64,49;-0,19;;;
;6346591859,00;-2032,53;6,35;-35,47;39,88;2,74;-64,50;-0,20;;;
;6346966697,00;-2032,90;6,35;-35,48;39,88;2,80;-64,51;-0,20;;;
;6347341534,00;-2033,28;6,35;-35,49;39,88;2,73;-64,52;-0,20;;;
;6347716372,00;-2033,65;6,35;-35,49;39,88;2,75;-64,53;-0,20;;;
;6348091209,00;-2034,02;6,35;-35,50;39,89;2,72;-64,55;-0,20;;;
;6348466047,00;-2034,38;6,35;-35,51;39,89;2,80;-64,56;-0,20;;;
;6348840884,00;-2034,76;6,35;-35,51;39,89;2,60;-64,57;-0,21;;;
;6349215722,00;-2035,11;6,35;-35,52;39,89;2,75;-64,58;-0,20;;;
;6349590559,00;-2035,48;6,35;-35,53;39,90;2,69;-64,59;-0,20;;;
;6349965397,00;-2035,85;6,35;-35,53;39,90;2,72;-64,60;-0,20;;;
;6350340234,00;-2036,21;6,35;-35,54;39,90;2,63;-64,62;-0,21;;;
;6350715072,00;-2036,57;6,35;-35,54;39,90;2,63;-64,63;-0,21;;;
;6351089909,00;-2036,93;6,35;-35,55;39,91;2,60;-64,64;-0,21;;;
;6351464746,00;-2037,28;6,35;-35,56;39,91;2,72;-64,65;-0,20;;;
;6351839584,00;-2037,64;6,35;-35,56;39,91;2,34;-64,66;-0,23;;;
;6352214421,00;-2037,96;6,35;-35,57;39,91;2,93;-64,67;-0,19;;;
;6352589259,00;-2038,35;6,35;-35,58;39,91;2,36;-64,68;-0,23;;;
;6352964096,00;-2038,67;6,35;-35,58;39,92;2,57;-64,69;-0,21;;;
;6353338934,00;-2039,02;6,35;-35,59;39,92;2,51;-64,70;-0,22;;;
;6353713771,00;-2039,36;6,35;-35,59;39,92;2,57;-64,72;-0,21;;;
;6354088609,00;-2039,70;6,35;-35,60;39,92;2,47;-64,73;-0,22;;;
;6354463446,00;-2040,04;6,35;-35,61;39,93;2,50;-64,74;-0,22;;;
;6354838284,00;-2040,38;6,35;-35,61;39,93;2,35;-64,75;-0,23;;;
;6355213121,00;-2040,69;6,36;-35,62;39,93;2,39;-64,76;-0,23;;;
;6355587959,00;-2041,02;6,36;-35,62;39,93;2,44;-64,77;-0,23;;;
;6355962796,00;-2041,35;6,36;-35,63;39,94;2,41;-64,78;-0,23;;;
;6356337634,00;-2041,67;6,36;-35,63;39,94;2,48;-64,79;-0,22;;;
;6356712471,00;-2042,00;6,36;-35,64;39,94;2,32;-64,80;-0,24;;;
;6357087309,00;-2042,32;6,36;-35,65;39,94;2,20;-64,81;-0,25;;;
;6357462146,00;-2042,61;6,36;-35,65;39,95;2,24;-64,82;-0,25;;;
;6357836984,00;-2042,92;6,36;-35,66;39,95;2,22;-64,83;-0,25;;;
;6358211821,00;-2043,22;6,36;-35,66;39,95;2,24;-64,84;-0,25;;;
;6358586659,00;-2043,52;6,36;-35,67;39,95;2,25;-64,85;-0,24;;;
;6358961496,00;-2043,82;6,36;-35,67;39,95;2,15;-64,86;-0,26;;;
;6359336334,00;-2044,11;6,36;-35,68;39,96;2,09;-64,87;-0,26;;;
;6359711171,00;-2044,39;6,36;-35,68;39,96;2,04;-64,88;-0,27;;;
;6360086009,00;-2044,67;6,36;-35,69;39,96;2,15;-64,88;-0,26;;;
;6360460846,00;-2044,96;6,36;-35,69;39,96;2,06;-64,89;-0,27;;;
;6360835684,00;-2045,24;6,36;-35,70;39,97;1,88;-64,90;-0,29;;;
;6361210521,00;-2045,49;6,36;-35,70;39,97;2,03;-64,91;-0,27;;;
;6361585359,00;-2045,76;6,36;-35,71;39,97;1,92;-64,92;-0,29;;;
;6361960196,00;-2046,02;6,36;-35,71;39,97;1,87;-64,93;-0,29;;;
;6362335034,00;-2046,27;6,36;-35,71;39,98;1,87;-64,93;-0,29;;;
;6362709871,00;-2046,53;6,36;-35,72;39,98;1,79;-64,94;-0,31;;;
;6363084708,00;-2046,77;6,36;-35,72;39,98;1,80;-64,95;-0,30;;;
;6363459546,00;-2047,01;6,36;-35,73;39,98;1,74;-64,96;-0,32;;;
;6363834383,00;-2047,25;6,36;-35,73;39,99;1,63;-64,97;-0,34;;;
;6364209221,00;-2047,47;6,36;-35,74;39,99;1,68;-64,97;-0,33;;;
;6364584058,00;-2047,69;6,36;-35,74;39,99;1,49;-64,98;-0,37;;;
;6364958896,00;-2047,89;6,36;-35,74;39,99;1,33;-64,99;-0,41;;;
;6365333733,00;-2048,07;6,37;-35,75;39,99;1,59;-64,99;-0,35;;;
;6365708571,00;-2048,29;6,37;-35,75;40,00;1,33;-65,00;-0,41;;;
;6366083408,00;-2048,47;6,37;-35,75;40,00;1,41;-65,00;-0,39;;;
;6366458246,00;-2048,66;6,37;-35,76;40,00;1,46;-65,01;-0,38;;;
;6366833083,00;-2048,85;6,37;-35,76;40,00;1,15;-65,02;-0,48;;;
;6367207921,00;-2049,01;6,37;-35,76;40,01;1,20;-65,02;-0,46;;;
;6367582758,00;-2049,17;6,37;-35,76;40,01;1,12;-65,03;-0,49;;;
;6367957596,00;-2049,32;6,37;-35,77;40,01;1,00;-65,03;-0,55;;;
;6368332433,00;-2049,46;6,37;-35,77;40,01;0,93;-65,04;-0,59;;;
;6368707271,00;-2049,58;6,37;-35,77;40,02;0,87;-65,04;-0,63;;;
;6369082108,00;-2049,70;6,37;-35,77;40,02;0,87;-65,04;-0,63;;;
;6369456946,00;-2049,82;6,37;-35,78;40,02;0,68;-65,05;-0,81;;;
;6369831783,00;-2049,91;6,37;-35,78;40,02;0,70;-65,05;-0,79;;;
